section,location,date,question_order,question_title,answer,frequency,question_type,question_allowedValues
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",feria de armenia,6,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",NA,2,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,4,Los colores de la bandera de mi país son:,"Amarillo, azul y rojo",15,multiOptionSingleChoice,"{""list"":[""Verde, amarillo y blanco"",""Amarillo, azul y rojo"",""Otros""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,5,Si tuvieras que elegir un país para vivir y crecer ¿Cuál elegirías?,Colombia,15,multiOptionSingleChoice,"{""list"":[""Colombia"",""Otro""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,6,¿Cuál?,colombia,15,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,7,"Una vecina golpeó a mi hermano, me acerqué a ella para dialogar y aclarar la situación, pero ella no quiso ¿a quién acudo para pedir ayuda?","A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)",5,multiOptionSingleChoice,"{""list"":[""A un amigo, vecino, conocido, etc."",""A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,7,"Una vecina golpeó a mi hermano, me acerqué a ella para dialogar y aclarar la situación, pero ella no quiso ¿a quién acudo para pedir ayuda?","A un amigo, vecino, conocido, etc.",10,multiOptionSingleChoice,"{""list"":[""A un amigo, vecino, conocido, etc."",""A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,8,Cuando veo jóvenes de mi barrio que ofrecen drogas o alcohol a mis compañeros o a mi ¿le cuento a algún adulto?,Sí,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,8,Cuando veo jóvenes de mi barrio que ofrecen drogas o alcohol a mis compañeros o a mi ¿le cuento a algún adulto?,No,2,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,9,Estoy en la cancha con mis amigos esperando que otro grupo de personas termine un partido de fútbol. A las personas que están jugando se les daña el balón y no pueden terminar el partido ¿les presto el balón que llevé para que terminen su juego?,Sí,8,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Armenia,21.10.2015 00:00:00,9,Estoy en la cancha con mis amigos esperando que otro grupo de personas termine un partido de fútbol. A las personas que están jugando se les daña el balón y no pueden terminar el partido ¿les presto el balón que llevé para que terminen su juego?,No,7,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,1,¿Cuáles de los siguientes son algunos de tus derechos?,"Derecho a la vida, Derecho a la educación",15,multiOptionSingleChoice,"{""list"":[""Derecho a la vida, Derecho a la educación"",""Derecho a ver TV, Derecho a que mis padres me compren juquetes""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,2,Si un niño no está estudiando ¿Cuál derecho se le está negando?,Derecho a la educación,15,multiOptionSingleChoice,"{""list"":[""Derecho a la vida"",""Derecho a la educación""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,3,"Para mí, el estudio es:",Un derecho.,15,multiOptionSingleChoice,"{""list"":[""Un juego."",""Un derecho.""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,4,"Estoy viendo una obra de teatro o una representación con mis amigos del colegio, solo queda un puesto vacío y está a mi lado, llega un compañero que no es de mi agrado, se va a sentar ¿Le digo que la silla está ocupada para que no se siente?",No,6,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,4,"Estoy viendo una obra de teatro o una representación con mis amigos del colegio, solo queda un puesto vacío y está a mi lado, llega un compañero que no es de mi agrado, se va a sentar ¿Le digo que la silla está ocupada para que no se siente?",Sí,9,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,5,"Si una persona no está de acuerdo con mi opinión ¿creo que debe ser golpeada, castigada o amenazada?",No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,5,"Si una persona no está de acuerdo con mi opinión ¿creo que debe ser golpeada, castigada o amenazada?",Sí,2,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,6,Si un chico de mi barrio tiene ropa de mujer ¿me burlo de él?,No,9,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 5: NNA reconocen la importancia del ejercicio de los derechos humanos.,Armenia,21.10.2015 00:00:00,6,Si un chico de mi barrio tiene ropa de mujer ¿me burlo de él?,Sí,6,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,1,"Si veo una basurita tirada en algún lugar de la calle, ¿La recojo?",A veces,14,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,1,"Si veo una basurita tirada en algún lugar de la calle, ¿La recojo?",Siempre,1,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,2,Si estoy en la cancha comiendo dulces ¿tiro la basura al suelo?,A veces,7,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,2,Si estoy en la cancha comiendo dulces ¿tiro la basura al suelo?,Nunca,8,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,3,Cuando voy a jugar a las canchas o parques ¿me ha tocado devolverme porque algunas personas están allí  consumiendo vicio?,No,15,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,DECIRLE QUE NO LO HAGA QUE ES DELITO Y SI LO DEMANDAN LO PUEDEN MANDAR A LA CARCEL POR ROBO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,A LAS AUTORIDADES Y A LAS PERSONAS QUE ESTAMOS EN EL LUGAR PARA QUE LO CAPTUREN,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LLAMARLE LA ATENCIÓN PORQUE ES UN IMPLEMENTO DE AQUEL DEPORTE QUE NOS BENEFICIAMOS ALGUNOS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE AVISO AL DE LA JUNTA PARA QUE HABLE CON ÉL,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE INFORMO AL PROFESOR PARA QUE TOME MEDIDAS SOBRE LO QUE ESTÁ PASANDO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LO ACUSO CON LA JUNTA DE ACCIÓN COMUNAL DEL BARRIO Y SI LAS COSAS PASAN A MAYORES CON LA POLICIA,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LLAMO AL CELADOR LE AVISO SI NO HACE CASO HAGO BULLA,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LO PRIMERO QUE HARÍA SERÍA RECLAMARLE DE BUENA MANERA PORQUE SE LA LLEVA SI HACE CASO OMISO LE DIGO A ALGUIEN MAYOR LO OCURRIDO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE LLAMARÍA LA ATENCIÓN DE HACER CASO OMISO ME DIRIGIRÍA A LA JUNTA CENTRAL DEL BARRIO ESPECÍFICAMENTE AL DIRECTOR COORDINADOR DE ESTA,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE AVISO A UN MAYOR PARA QUE LE PONGA MANO EN EL ASUNTO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE DIGO AMABLEMENTE QUE DEJE EL ATREVIMIENTO Y NO AGARRE LO QUE NO LE PERTENECE YA QUE EN EL DÍA DE MAÑANA LA PODRÍA UTILIZAR LA FAMILIA DE ÉL,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LO QUE HARÍA SERÍA LLAMARLE LA ATENCIÓN PORQUE ESTÁ HACIENDO ALGO QUE NO DEBE HACER,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,PUES DEPENDIENDO DE LA PERSONA YO ME ACERCO HACIA ELLA LE DIRÍA CON BUENAS PALABRAS QUE ESO NO SE HACE PORQUE ES UN BENEFICIO PARA TODOS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,PUES HARÍA LO CORRECTO QUE ES LLAMARLE LA ATENCIÓN Y DECIRLE QUE LO QUE ESTÁ HACIENDO ESTÁ MAL SINO HACE CASO OMISO BUSCAR ALGUIEN MAYOR,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,4,Alguien está robando la malla de la cancha y yo lo veo ¿qué hago?,LE DIGO QUE NO LO HAGA O DENUNCIO CON UN MAYOR LA SITUACIÓN,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,5,¿He sentido alguna vez que las canchas del barrio pueden ser peligrosas para mi?,No,12,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,5,¿He sentido alguna vez que las canchas del barrio pueden ser peligrosas para mi?,Sí,3,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",NO APLICA,9,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",QUE LA CANCHA PUEDE ESTAR RESBALOSA,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",NO VEO PELIGRO PORQUE ME PARECE QUE NO ES PELIGROSO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",PUES EN LA CANCHA DE MI BARRIO HAY MUCHA INSEGURIDAD GENTE MALA Y VICIOSA LO VISITAN FRECUENTEMENTE,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",COMO ES UN MUNICIPIO EN ZONA ROJA ENTONCES TOCA ESTAR PILOSA POR TANTOS PROBLEMAS QUE SE PRESENTAN,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",NO LO HE SENTIDO PORQUE HASTA AHORA NO SE HAN PRESENTADO PROBLEMAS EN NINGUNA DE ELLAS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",PUES A VECES ENCONTRAMOS JOVENES METIENDO VICIO Y ESA CLASE DE COSAS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,7,Si al final del entrenamiento deportivo me ponen a limpiar la cancha y organizar los implementos deportivos ¿sigo yendo al entrenamiento?,Sí,15,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA HACER DEPORTES Y RECREARME PARA ESTAR UN RATO SOLA Y DESESTREZARME,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA HACER PROYECTOS DEPORTIVOS PARA QUE LA GENTE SE ANIME Y NO SE PIERDAN,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA LAS ACTIVIDADES DINÁMICAS PARA EL CONTEXTO DE HACER AERÓBICOS Y DESARROLLAR LOS DIFERENTES DEPORTES,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,LA UTILIZAN PARA JUGAR BAILAR Y HACER DEPORTE,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA JUEGOS O PARTIDOS TAMBIÉN PARA ACTIVIDADES CULTURALES,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA ACTIVIDADES DEPORTIVAS ENTRE OTRAS COSAS TAMBIÉN PARA HACER EJERCICIO COMO AERÓBICOS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA RECREARSE DIVERTIRSE CON MIS COMPAÑEROS AMIGOS,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA JUGAR PARA HACER EJERCICIOS PASEAR HACER EDUCACIÓN FÍSICA,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA REALIZAR ACTIVIDADES DE RECREACIÓN Y DEPORTE Y DEMÁS ACTIVIDADES QUE EN ESTA PUEDAN REALIZAR POR SU ESPACIO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA DESESTREZARNOS PARA HACER ACTIVIDADES PARA EL TIEMPO LIBRE,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,EN MI COMUNIDAD LAS CANCHAS Y PARQUES SE UTILIZAN COMO MEDIO PARA EL APRENDIZAJE RECREACIÓN ENTRETENIMIENTO,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,MUCHAS VECES PARA PROGRAMACIONES ACTIVIDADES COMUNITARIAS Y OBVIAMENTE PARA JUGAR,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA REALIZAR DIFERENTES ACTIVIDADES YA SEAN LUDICAS PEDAGÓGICAS DEPORTIVAS  CULTURALES,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA REALIZAR DEPORTE,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,PARA PRACTICAR DEPORTE,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Barbacoas,10.10.2015 00:00:00,9,¿Alguna vez me he reunido con alguien en la cancha o en el parque para hacer actividades con la intención de causar daño a otros?,No,15,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,1,¿Le he puesto apodos a las personas con la intención de burlarme de ellos?,Sí,10,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,1,¿Le he puesto apodos a las personas con la intención de burlarme de ellos?,No,5,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,2,"¿He golpeado, gritado o dicho palabras groseras a mis compañeros o amigos en mas de una ocasión?",No,10,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,2,"¿He golpeado, gritado o dicho palabras groseras a mis compañeros o amigos en mas de una ocasión?",Sí,5,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,3,Estoy balanceándome fuerte en un columpio y alguien me recomienda tener cuidado ¿sigo su consejo?,Sí,14,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,3,Estoy balanceándome fuerte en un columpio y alguien me recomienda tener cuidado ¿sigo su consejo?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,4,En el juego de policías y ladrones ¿Cuál prefiero escoger?,Policía,15,multiOptionSingleChoice,"{""list"":[""Ladrón"",""Policía""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,5,¿Me gustaría que mis compañeros de clase me hicieran caso y obedecieran por ser el mas bravo?,No,14,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,5,¿Me gustaría que mis compañeros de clase me hicieran caso y obedecieran por ser el mas bravo?,Sí,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Barbacoas,10.10.2015 00:00:00,6,"Voy por la calle y veo que a mi vecino se le caen unos billetes. Él no se da cuenta y yo se que él necesita la plata para comprar comida, pero yo tengo mis zapatos rotos ¿Recojo el dinero y compro los zapatos nuevos?",No,15,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,1,"Si un amigo me invita a consumir cigarrillo, ¿lo hago?",No,15,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,10,¿Cómo reacciono frente a los buenos comentarios?,Los recibo con agrado,14,multiOptionSingleChoice,"{""list"":[""Respondo agresivamente"",""Me voy"",""Los recibo con agrado"",""Me da pena""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,10,¿Cómo reacciono frente a los buenos comentarios?,Me da pena,1,multiOptionSingleChoice,"{""list"":[""Respondo agresivamente"",""Me voy"",""Los recibo con agrado"",""Me da pena""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,11,Cuando estoy conversando con mis amigos sobre fútbol y otro chico quiere participar ¿lo dejo entrar en la conversación?,Sí,15,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,12,Cuando he tenido problemas con otras personas ¿He propuesto soluciones?,Sí,14,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,12,Cuando he tenido problemas con otras personas ¿He propuesto soluciones?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,13,Cuando alguien me golpea:,¿No le contesto y me voy o intento dialogar con él?,10,multiOptionSingleChoice,"{""list"":[""¿Le devuelvo el golpe o continúo la pelea?"",""¿No le contesto y me voy o intento dialogar con él?""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,13,Cuando alguien me golpea:,¿Le devuelvo el golpe o continúo la pelea?,5,multiOptionSingleChoice,"{""list"":[""¿Le devuelvo el golpe o continúo la pelea?"",""¿No le contesto y me voy o intento dialogar con él?""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PIENSO QUE ESO AFECTA MI CUERPO HUMANO Y  QUE SI LO CONSUMO ME PODRÍA CAUSAR MUCHAS ENFERMEDADES,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,ESTOY ATENTANDO CONTRA MI VIDA Y LA DE MI FAMILIA,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE NO COMPARTO ESPACIOS CON AQUELLAS PERSONAS QUE CONSUMEN Y PORQUE SÉ TAMBIÉN QUE ES PERJUDICIAL DAÑO PARA MI SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PUES ES UN VICIO Y UN DAÑO PARA LA SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE AFECTA MI SALUD Y ADEMÁS NUNCA ME HA LLAMADO LA ATENCIÓN HACERLO,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE SOY MENOR DE EDAD  Y ES MALO PARA LA SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE EL CIGARRILLO ES PERJUDICIAL PARA LA SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE NO ME GUSTA Y ADEMÁS HE VISTO PERSONAS QUE MUEREN POR FUMAR CIGARRILLO ES ATENTAR CON MI VIDA,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE DEBO TENER EN CUENTA LO VALORES QUE ME HAN INCULCADO EN MI CASA Y ADEMÁS SABER QUE ES PERJUDICIAL PARA MI SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE ES PERJUDICIAL PARA LA SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,ADEMÁS QUE NO ME GUSTARÍA Y NO LO HE HECHO ALGUNA VEZ NO LO HARÍA YA QUE NO  ES UN HABITO BUENO QUE HACE DAÑO PARA LA SALUD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,NO DEBO SEGUIR LAS ACCIONES QUE UN VICIOSO HACE,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,YO SÉ QUE ESO ES PERJUDICIAL PARA LA SALUD Y CONSUMIENDO ME PUEDE CAUSAR DAÑOS PARA EL ORGANISMO,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,PORQUE SOY UNA PERSONA EN FORMACIÓN Y TENGO QUE VER QUÉ ES LO MEJOR PARA MÍ Y SÉ QUE POR ESE LADO NO PASA NADA SOLO UNA MALA FAMA,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,2,¿Por qué?,ESO NO ES BUENO PARA LA SALUD PUEDE DAÑAR MI VIDA ADQUIRIR O PRODUCIR ALGUNA ENFERMEDAD,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Barbacoas,10.10.2015 00:00:00,3,"¿Expreso mi rabia o enojo por medio de golpes, gritos, etc?",A veces,13,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
